question_id,question,role,experience_band,difficulty,focus_area,topic,reference_keywords,reference_points
INT_03196,"As a Mobile App Developer, how would you scope and deliver a fix for App Store release rollback under a tight deadline?",Mobile App Developer,mid_level_expert,medium,technical,Software Engineering,mobile|app|you|scope|and|deliver|fix|for|requirement|design|testing|maintainability|architecture|scalability|code review|git|debug|refactor|agile|sprint|unit test|integration|api|documentation,"Explain the core Software Engineering concepts for a Mobile App Developer, give a concrete example, and mention trade-offs or edge cases where relevant."
INT_03197,"As a Mobile App Developer, how would you scope and deliver a fix for OS-specific crash debugging under a tight deadline?",Mobile App Developer,mid_level_expert,medium,technical,Software Engineering,mobile|app|you|scope|and|deliver|fix|for|requirement|design|testing|maintainability|architecture|scalability|code review|git|debug|refactor|agile|sprint|unit test|integration|api|documentation,"Explain the core Software Engineering concepts for a Mobile App Developer, give a concrete example, and mention trade-offs or edge cases where relevant."
INT_03198,"As a Mobile App Developer, how would you scope and deliver a fix for app startup performance under a tight deadline?",Mobile App Developer,mid_level_expert,medium,technical,Software Engineering,mobile|app|you|scope|and|deliver|fix|for|requirement|design|testing|maintainability|architecture|scalability|code review|git|debug|refactor|agile|sprint|unit test|integration|api|documentation,"Explain the core Software Engineering concepts for a Mobile App Developer, give a concrete example, and mention trade-offs or edge cases where relevant."
INT_03199,"As a Mobile App Developer, how would you scope and deliver a fix for offline sync conflicts under a tight deadline?",Mobile App Developer,mid_level_expert,medium,technical,Software Engineering,mobile|app|you|scope|and|deliver|fix|for|requirement|design|testing|maintainability|architecture|scalability|code review|git|debug|refactor|agile|sprint|unit test|integration|api|documentation,"Explain the core Software Engineering concepts for a Mobile App Developer, give a concrete example, and mention trade-offs or edge cases where relevant."
INT_03200,"As a Mobile App Developer, how would you scope and deliver a fix for secure token storage under a tight deadline?",Mobile App Developer,mid_level_expert,medium,technical,Software Engineering,mobile|app|you|scope|and|deliver|fix|for|requirement|design|testing|maintainability|architecture|scalability|code review|git|debug|refactor|agile|sprint|unit test|integration|api|documentation,"Explain the core Software Engineering concepts for a Mobile App Developer, give a concrete example, and mention trade-offs or edge cases where relevant."
INT_03201,"As a Mobile App Developer, what metrics or logs would you review first when App Store release rollback misbehaves in production?",Mobile App Developer,mid_level_expert,medium,technical,Software Engineering,mobile|app|metrics|logs|you|review|first|store|requirement|design|testing|maintainability|architecture|scalability|code review|git|debug|refactor|agile|sprint|unit test|integration|api|documentation,"Explain the core Software Engineering concepts for a Mobile App Developer, give a concrete example, and mention trade-offs or edge cases where relevant."
INT_03202,"As a Mobile App Developer, what metrics or logs would you review first when OS-specific crash debugging misbehaves in production?",Mobile App Developer,mid_level_expert,medium,technical,Software Engineering,mobile|app|metrics|logs|you|review|first|os-specific|requirement|design|testing|maintainability|architecture|scalability|code review|git|debug|refactor|agile|sprint|unit test|integration|api|documentation,"Explain the core Software Engineering concepts for a Mobile App Developer, give a concrete example, and mention trade-offs or edge cases where relevant."
INT_03203,"As a Mobile App Developer, what metrics or logs would you review first when app startup performance misbehaves in production?",Mobile App Developer,mid_level_expert,medium,technical,Software Engineering,mobile|app|metrics|logs|you|review|first|startup|requirement|design|testing|maintainability|architecture|scalability|code review|git|debug|refactor|agile|sprint|unit test|integration|api|documentation,"Explain the core Software Engineering concepts for a Mobile App Developer, give a concrete example, and mention trade-offs or edge cases where relevant."
INT_03204,"As a Mobile App Developer, what metrics or logs would you review first when offline sync conflicts misbehaves in production?",Mobile App Developer,mid_level_expert,medium,technical,Software Engineering,mobile|app|metrics|logs|you|review|first|offline|requirement|design|testing|maintainability|architecture|scalability|code review|git|debug|refactor|agile|sprint|unit test|integration|api|documentation,"Explain the core Software Engineering concepts for a Mobile App Developer, give a concrete example, and mention trade-offs or edge cases where relevant."
INT_03205,"As a Mobile App Developer, what metrics or logs would you review first when secure token storage misbehaves in production?",Mobile App Developer,mid_level_expert,medium,technical,Software Engineering,mobile|app|metrics|logs|you|review|first|secure|requirement|design|testing|maintainability|architecture|scalability|code review|git|debug|refactor|agile|sprint|unit test|integration|api|documentation,"Explain the core Software Engineering concepts for a Mobile App Developer, give a concrete example, and mention trade-offs or edge cases where relevant."
INT_03206,"As a Mobile App Developer, describe a time you mediated between product and engineering when requirements kept changing",Mobile App Developer,senior_professional,hard,personality,Behavioral,mobile|app|time|you|mediated|between|product|and|change|learn|adjust|flexible|pivot|new|uncertainty|transition|evolve|resilient|requirements|scope|team|align|support|shared,"Use STAR format with a real example relevant to Mobile App Developer: situation, task, action, result, and what you learned."
INT_03207,"As a Mobile App Developer, how have you aligned multiple teams with conflicting priorities on a shared deadline?",Mobile App Developer,senior_professional,hard,personality,Behavioral,mobile|app|have|you|aligned|multiple|teams|conflicting|change|learn|adjust|flexible|pivot|new|uncertainty|transition|evolve|resilient|requirements|scope|team|align|support|shared,"Use STAR format with a real example relevant to Mobile App Developer: situation, task, action, result, and what you learned."
INT_03208,Describe how you mentored or unblocked a junior colleague on a critical Mobile App Developer deliverable,Mobile App Developer,senior_professional,hard,personality,Behavioral,you|mentored|unblocked|colleague|critical|mobile|app|deliverable|change|learn|adjust|flexible|pivot|new|uncertainty|transition|evolve|resilient|requirements|scope|team|align|support|shared,"Use STAR format with a real example relevant to Mobile App Developer: situation, task, action, result, and what you learned."
