id,experience_years,experience_band,technical_score,personality_score,communication_score,attentiveness_score,eye_contact_score,filler_ratio,avg_answer_seconds,grammar_score,confidence_score,tab_switches,window_blur_events,screenshot_attempted,device_detected,gaze_off_over_20s,camera_available,mic_available,english_only_violation,final_score,decision
1549,0.9,fresher,91,82,67,86,94,0.119,93,66,100,0,0,0,0,0,1,1,0,80,pass
1550,1.6,junior_professional,85,100,99,84,95,0.163,50,76,81,0,0,0,0,0,1,1,0,82,pass
1551,5.3,mid_level_expert,100,100,100,91,100,0.093,121,100,100,0,0,0,0,0,1,1,0,99,pass
1552,13.4,industry_veteran,87,56,75,64,35,0.191,50,44,66,0,0,0,0,0,1,1,0,61,fail
1553,2.4,junior_professional,63,85,59,52,50,0.202,84,71,34,0,1,0,0,0,1,1,1,52,fail
1554,0.1,fresher,61,54,94,66,74,0.095,123,61,100,0,0,0,0,0,1,1,0,53,fail
1555,1.6,junior_professional,60,85,53,65,82,0.151,81,71,49,0,0,0,0,1,1,1,0,56,fail
1556,12.7,industry_veteran,54,66,57,55,52,0.032,84,66,43,0,0,0,0,0,1,1,0,52,fail
1557,13.5,industry_veteran,98,88,86,92,93,0.01,117,77,100,0,0,0,0,0,1,1,0,91,pass
1558,7.5,senior_professional,71,73,40,74,60,0.081,126,86,72,0,0,0,0,0,1,1,0,50,fail
1559,8.9,senior_professional,59,78,84,73,69,0.201,63,64,68,0,0,0,0,0,1,1,0,56,fail
1560,10.8,industry_veteran,78,62,83,79,82,0.178,97,92,33,0,0,0,0,0,1,1,0,66,pass
1561,8.7,senior_professional,99,96,96,100,100,0.081,67,100,92,0,0,0,0,0,1,1,0,90,pass
1562,1.1,junior_professional,65,94,53,83,80,0.153,92,64,75,0,0,0,0,0,0,1,0,61,fail
1563,5.5,mid_level_expert,69,65,41,40,53,0.116,64,36,10,0,0,0,0,0,1,1,0,60,fail
1564,3.6,mid_level_expert,84,95,100,92,86,0.085,105,100,91,0,0,0,0,0,1,1,0,90,pass
1565,7.7,senior_professional,41,39,32,65,53,0.071,35,65,56,0,0,0,0,0,1,1,0,39,fail
1566,3.3,mid_level_expert,85,69,89,70,82,0.071,37,51,70,0,0,0,0,0,1,1,1,60,fail
1567,5.3,mid_level_expert,100,86,84,100,96,0.05,89,100,70,0,0,0,0,0,1,1,0,100,pass
1568,14.5,industry_veteran,97,71,88,76,100,0.103,101,58,89,0,0,0,0,0,1,1,0,69,pass
1569,12.3,industry_veteran,50,59,29,41,52,0.139,66,44,47,0,0,0,0,0,1,1,1,33,fail
1570,2.5,junior_professional,92,96,100,80,84,0.095,89,99,71,0,0,0,0,0,1,1,0,84,pass
1571,12.5,industry_veteran,62,92,100,98,92,0.117,92,100,100,0,0,0,0,0,1,1,0,72,pass
1572,4.3,mid_level_expert,35,62,39,52,58,0.143,41,69,73,0,0,0,0,0,1,1,0,39,fail
1573,7.7,senior_professional,74,100,86,100,93,0.021,111,85,83,0,0,0,0,1,1,1,1,90,fail
1574,1.2,junior_professional,64,84,59,65,50,0.16,59,61,48,0,0,0,0,0,1,1,0,56,fail
1575,10.7,industry_veteran,88,48,84,58,72,0.014,30,53,70,0,0,0,0,0,1,1,0,62,fail
1576,10.2,industry_veteran,82,100,50,83,73,0.066,101,57,64,0,0,0,0,0,1,1,0,74,pass
1577,13.3,industry_veteran,71,53,44,78,68,0.147,52,89,65,0,0,0,0,0,1,1,0,60,fail
1578,8.0,senior_professional,97,91,92,61,83,0.04,35,78,100,0,0,0,0,0,1,1,0,82,pass
1579,1.5,junior_professional,70,63,61,75,62,0.164,112,52,41,0,0,0,0,0,1,1,0,48,fail
1580,1.4,junior_professional,72,90,73,73,72,0.174,105,73,62,0,0,0,0,0,1,1,0,61,fail
1581,2.4,junior_professional,100,76,97,94,90,0.079,45,91,95,0,0,0,0,0,1,1,0,84,pass
1582,9.5,senior_professional,80,57,54,77,46,0.167,118,52,98,0,0,0,0,0,1,1,0,54,fail
1583,4.2,mid_level_expert,90,90,83,79,85,0.013,130,86,85,0,0,0,0,0,1,1,0,97,pass
1584,5.8,mid_level_expert,85,27,59,79,65,0.18,123,64,32,0,0,0,0,0,1,1,0,52,fail
1585,4.6,mid_level_expert,97,72,71,87,81,0.08,86,84,79,0,0,0,0,0,1,1,0,72,pass
1586,0.9,fresher,66,48,73,72,50,0.199,25,82,55,0,0,0,0,0,1,1,0,54,fail
1587,0.5,fresher,71,59,65,72,82,0.073,83,70,63,0,0,0,0,0,1,1,0,45,fail
1588,9.3,senior_professional,53,45,45,56,63,0.142,67,47,67,1,0,0,0,0,1,1,0,44,fail
1589,2.5,junior_professional,86,62,59,69,83,0.135,63,60,66,0,0,0,0,0,1,1,0,62,fail
1590,0.6,fresher,41,40,71,44,28,0.202,44,49,62,0,0,0,0,0,1,0,0,28,fail
1591,9.1,senior_professional,100,100,77,87,70,0.07,100,100,66,0,0,0,0,0,1,0,0,89,fail
1592,0.1,fresher,45,42,54,86,51,0.159,111,52,39,0,0,0,0,0,1,1,0,47,fail
1593,13.3,industry_veteran,41,56,41,29,55,0.149,67,74,32,1,0,0,0,0,1,1,0,47,fail
1594,14.1,industry_veteran,92,75,94,100,87,0.085,109,96,78,0,0,0,0,0,1,1,0,84,pass
1595,14.3,industry_veteran,49,41,53,58,57,0.238,112,44,38,0,0,0,0,0,1,1,0,37,fail
1596,0.3,fresher,77,61,67,76,86,0.018,80,76,80,0,0,1,0,0,1,1,0,79,fail
1597,1.9,junior_professional,78,92,81,88,78,0.106,78,92,75,0,0,0,0,0,1,1,0,75,pass
1598,1.7,junior_professional,65,66,52,64,51,0.13,83,72,51,0,0,0,0,0,1,1,0,50,fail
1599,6.7,senior_professional,46,82,63,60,50,0.146,128,69,48,0,0,0,0,0,1,1,0,67,fail
1600,12.1,industry_veteran,39,59,56,61,48,0.117,30,45,55,0,0,0,0,0,1,1,0,27,fail
1601,5.7,mid_level_expert,80,87,76,96,82,0.151,109,91,100,0,0,0,0,0,1,1,0,80,pass
1602,0.3,fresher,100,90,90,82,100,0.161,48,100,100,0,0,0,0,0,1,1,0,65,pass
1603,9.9,senior_professional,100,74,100,99,85,0.01,109,71,77,0,0,0,0,0,1,1,0,91,pass
1604,5.2,mid_level_expert,62,94,100,100,78,0.094,77,82,90,0,0,0,0,1,1,1,0,82,fail
1605,12.1,industry_veteran,90,68,90,93,88,0.138,94,100,92,0,0,0,0,1,1,1,0,91,fail
1606,4.7,mid_level_expert,97,78,100,84,73,0.121,25,75,100,0,0,0,0,0,1,1,0,88,pass
1607,2.5,junior_professional,93,87,89,95,77,0.117,126,69,78,0,0,0,0,0,1,1,0,74,pass
1608,5.9,mid_level_expert,71,47,43,37,53,0.118,47,27,46,0,0,0,0,0,1,1,0,45,fail
1609,11.5,industry_veteran,92,71,62,77,97,0.188,53,90,80,0,0,0,0,0,1,1,0,79,pass
1610,3.9,mid_level_expert,77,53,77,69,53,0.104,130,61,48,0,0,0,0,0,0,1,0,50,fail
1611,4.8,mid_level_expert,81,66,54,76,67,0.068,84,80,69,0,0,1,0,0,1,1,0,62,fail
1612,0.3,fresher,57,81,89,58,72,0.068,108,87,52,0,0,0,0,0,1,1,0,64,fail
1613,11.7,industry_veteran,76,68,72,71,56,0.01,108,81,52,0,0,0,0,0,1,1,0,54,fail
1614,1.4,junior_professional,43,41,37,50,61,0.086,108,50,54,0,0,1,0,0,1,1,0,36,fail
1615,10.7,industry_veteran,94,86,91,95,86,0.049,30,100,77,0,0,0,0,0,1,1,0,72,pass
1616,5.4,mid_level_expert,69,52,77,65,55,0.137,54,46,71,0,0,0,0,0,1,1,0,57,fail
1617,2.6,junior_professional,93,88,73,94,95,0.126,38,89,93,0,0,0,0,0,1,1,0,77,pass
1618,10.4,industry_veteran,80,100,100,88,94,0.028,39,74,77,0,0,0,0,0,1,1,0,85,pass
1619,12.8,industry_veteran,68,78,60,79,72,0.215,124,93,87,0,0,0,0,1,0,1,0,68,fail
1620,0.0,fresher,57,73,100,78,59,0.097,28,73,55,0,0,0,0,0,1,1,0,65,pass
1621,6.8,senior_professional,54,34,36,30,42,0.144,35,21,40,0,0,0,0,0,1,1,0,20,fail
1622,5.8,mid_level_expert,70,84,82,86,88,0.074,61,64,94,0,0,0,0,0,1,1,0,68,fail
1623,0.2,fresher,46,69,79,77,74,0.035,115,68,71,0,0,0,0,0,0,1,0,60,fail
1624,6.6,senior_professional,75,67,93,66,89,0.142,27,89,75,0,0,0,0,0,1,1,0,64,fail
1625,9.4,senior_professional,25,18,33,25,23,0.203,66,33,33,0,0,1,0,0,1,1,0,23,fail
1626,3.1,mid_level_expert,86,76,72,81,71,0.046,48,70,77,0,0,0,0,0,1,1,0,67,fail
1627,12.9,industry_veteran,85,54,57,90,67,0.094,81,88,56,0,1,0,0,0,1,1,0,70,fail
1628,2.7,junior_professional,38,72,45,59,42,0.245,84,68,55,0,0,0,0,0,1,1,0,48,fail
1629,1.2,junior_professional,80,56,70,68,69,0.132,37,70,56,0,1,0,0,0,1,1,0,60,fail
1630,14.4,industry_veteran,25,49,42,52,45,0.223,91,18,27,0,0,0,0,0,1,1,0,30,fail
1631,0.5,fresher,27,56,38,28,71,0.077,100,51,53,0,0,1,0,0,1,1,0,30,fail
1632,3.8,mid_level_expert,47,88,46,92,56,0.106,97,54,68,0,0,1,0,0,1,1,0,56,fail
1633,11.4,industry_veteran,62,70,63,87,80,0.103,81,77,89,0,0,0,0,0,1,1,0,65,fail
1634,4.0,mid_level_expert,92,84,83,98,100,0.035,130,100,100,0,0,0,0,0,1,1,0,90,pass
1635,13.1,industry_veteran,51,59,65,46,59,0.114,64,60,71,0,0,0,0,0,1,0,0,50,fail
1636,8.7,senior_professional,62,53,52,56,58,0.164,79,81,59,0,0,0,1,0,1,1,0,50,fail
1637,3.4,mid_level_expert,45,49,60,52,48,0.192,127,47,36,0,0,0,0,0,1,1,0,35,fail
1638,1.1,junior_professional,100,86,100,84,74,0.154,47,96,75,0,0,0,0,0,1,1,0,85,pass
1639,6.5,senior_professional,100,67,93,74,49,0.138,29,91,80,1,0,0,0,0,1,1,0,75,fail
1640,5.8,mid_level_expert,71,90,72,68,69,0.115,130,72,31,0,1,0,0,0,1,1,0,73,fail
1641,0.4,fresher,81,76,87,100,88,0.037,83,84,76,0,0,0,1,0,1,1,0,78,fail
1642,6.6,senior_professional,92,67,82,100,89,0.045,54,62,100,1,0,0,0,0,1,1,0,75,fail
1643,1.8,junior_professional,85,61,43,76,81,0.031,59,65,69,0,0,1,0,0,1,1,0,59,fail
1644,1.5,junior_professional,74,87,80,94,100,0.076,84,90,57,0,0,0,0,0,1,1,0,81,pass
1645,3.4,mid_level_expert,80,60,73,57,78,0.149,128,73,76,0,0,1,0,0,1,1,0,53,fail
1646,6.9,senior_professional,44,39,69,70,59,0.15,100,58,37,0,0,0,0,0,0,1,0,34,fail
1647,8.8,senior_professional,80,75,71,83,88,0.204,71,100,87,0,0,0,0,0,1,1,0,71,pass
1648,1.0,junior_professional,73,54,52,49,52,0.175,127,54,28,0,1,0,0,0,1,1,0,37,fail
1649,0.2,fresher,92,90,100,75,70,0.031,80,96,68,0,0,0,0,0,1,1,0,84,pass
1650,12.8,industry_veteran,75,78,83,85,75,0.092,112,76,75,0,0,0,0,0,1,1,0,61,fail
1651,4.4,mid_level_expert,100,100,100,100,78,0.091,92,74,100,0,0,0,0,1,1,1,0,89,fail
1652,7.1,senior_professional,72,72,78,71,44,0.075,90,77,77,0,0,0,0,0,1,1,0,57,fail
1653,8.0,senior_professional,100,100,61,100,95,0.052,60,99,100,0,0,0,0,0,1,1,0,93,pass
1654,1.5,junior_professional,50,70,74,53,49,0.11,64,61,81,0,0,0,1,0,1,1,0,52,fail
1655,11.5,industry_veteran,90,94,92,88,81,0.183,64,89,40,0,0,0,0,0,1,1,0,73,pass
1656,3.2,mid_level_expert,42,66,29,70,49,0.098,130,44,48,0,0,0,0,0,1,1,0,31,fail
1657,2.2,junior_professional,55,86,59,55,71,0.12,95,79,72,0,0,0,0,1,1,1,0,67,fail
1658,1.2,junior_professional,77,67,62,82,73,0.153,62,59,88,0,0,0,1,0,1,1,0,68,fail
1659,14.9,industry_veteran,60,80,43,89,40,0.113,128,49,69,0,0,0,0,0,1,1,0,53,fail
1660,1.3,junior_professional,38,36,50,48,57,0.179,67,47,40,0,0,0,0,0,1,1,0,20,fail
1661,1.1,junior_professional,24,40,56,68,26,0.147,42,60,56,0,0,0,0,0,0,1,0,21,fail
1662,0.2,fresher,100,73,56,77,92,0.084,84,57,52,0,0,0,0,1,1,1,0,71,fail
1663,3.9,mid_level_expert,97,100,98,74,73,0.12,75,78,98,1,0,0,0,0,1,1,0,93,fail
1664,12.0,industry_veteran,97,81,86,74,97,0.12,82,81,100,0,0,0,0,0,1,1,0,94,pass
1665,4.7,mid_level_expert,70,69,62,63,61,0.143,107,76,45,0,0,0,0,0,1,1,1,45,fail
1666,11.7,industry_veteran,75,63,76,63,66,0.217,105,77,71,1,0,0,0,0,1,1,0,55,fail
1667,12.0,industry_veteran,61,85,64,67,74,0.105,130,67,65,0,0,0,0,0,1,1,0,71,pass
1668,8.0,senior_professional,72,67,70,82,93,0.186,43,72,62,0,0,0,0,0,1,1,0,62,fail
1669,4.6,mid_level_expert,77,80,61,81,88,0.099,79,93,74,0,0,0,0,0,1,1,0,79,pass
1670,0.0,fresher,93,100,99,88,81,0.057,80,100,55,0,0,0,0,0,1,1,1,75,fail
1671,4.5,mid_level_expert,100,100,75,100,100,0.058,127,87,100,0,0,0,0,0,1,1,0,87,pass
1672,2.8,junior_professional,83,67,58,68,74,0.01,50,82,72,0,0,0,0,0,1,1,0,73,pass
1673,3.0,mid_level_expert,100,89,100,100,84,0.081,56,90,93,0,0,0,0,0,1,1,0,71,pass
1674,13.4,industry_veteran,87,90,100,100,87,0.071,43,92,100,0,1,0,0,0,1,1,0,81,fail
1675,0.6,fresher,41,55,29,39,37,0.185,105,35,37,0,0,0,0,0,1,1,0,39,fail
1676,7.1,senior_professional,84,83,71,59,83,0.036,124,84,71,0,0,0,0,0,1,1,0,65,fail
1677,2.8,junior_professional,55,53,69,46,49,0.182,127,53,45,0,1,0,0,0,1,1,0,53,fail
1678,0.8,fresher,39,49,73,62,56,0.159,46,59,64,0,0,0,1,0,1,1,0,46,fail
1679,11.5,industry_veteran,80,97,76,83,100,0.122,39,84,79,0,0,0,0,0,1,1,0,78,pass
1680,13.0,industry_veteran,31,45,30,66,45,0.178,80,30,36,0,0,0,0,0,1,1,0,21,fail
1681,2.7,junior_professional,100,52,84,68,61,0.17,54,78,65,0,0,0,0,0,1,1,0,57,fail
1682,1.5,junior_professional,62,50,58,63,31,0.163,102,57,69,1,0,0,0,0,1,1,0,45,fail
1683,0.5,fresher,37,64,83,68,72,0.145,25,68,51,0,1,0,0,0,1,1,0,56,fail
1684,0.6,fresher,51,82,91,76,84,0.076,65,67,74,0,0,0,0,0,1,1,1,68,fail
1685,1.2,junior_professional,62,41,53,89,70,0.082,110,38,80,0,0,0,0,0,1,1,0,59,fail
1686,12.9,industry_veteran,100,95,79,88,100,0.116,102,80,85,0,0,0,1,0,1,0,0,79,fail
1687,8.2,senior_professional,88,55,23,62,73,0.126,61,79,63,0,0,0,1,0,1,0,0,58,fail
1688,11.9,industry_veteran,100,95,83,100,90,0.118,125,65,71,0,0,0,0,0,1,1,0,69,fail
1689,1.4,junior_professional,75,58,85,73,47,0.076,42,79,87,0,0,0,0,0,1,1,0,60,fail
1690,2.2,junior_professional,87,89,100,94,100,0.062,106,80,86,0,0,0,0,0,1,1,1,80,fail
1691,2.0,junior_professional,41,32,3,34,53,0.102,39,40,40,0,0,0,0,0,1,1,0,31,fail
1692,0.2,fresher,76,71,58,46,76,0.052,96,66,32,0,0,0,0,0,1,1,0,50,fail
1693,3.9,mid_level_expert,18,37,37,32,23,0.136,98,53,25,0,0,0,0,0,1,1,0,20,fail
1694,9.6,senior_professional,98,76,52,56,45,0.082,78,66,46,0,0,0,0,0,1,1,0,73,pass
1695,9.7,senior_professional,100,100,69,81,81,0.181,81,100,90,0,0,0,0,0,1,1,0,85,pass
1696,0.3,fresher,64,73,42,44,69,0.071,74,66,93,1,0,0,0,0,1,1,0,62,fail
1697,3.5,mid_level_expert,58,53,64,44,59,0.114,36,55,65,0,0,0,0,0,1,1,0,42,fail
1698,14.3,industry_veteran,61,56,62,69,58,0.136,64,70,53,0,0,0,0,0,1,1,0,49,fail
1699,0.0,fresher,66,73,62,61,59,0.114,41,80,86,0,0,0,0,0,1,1,0,61,fail
1700,7.1,senior_professional,11,33,15,32,49,0.095,120,17,23,0,0,0,0,0,1,1,0,6,fail
1701,6.1,senior_professional,91,82,100,70,56,0.067,128,90,74,0,0,0,0,0,1,1,0,89,pass
1702,2.1,junior_professional,59,68,47,50,51,0.163,105,64,57,1,0,0,0,0,1,1,0,31,fail
1703,0.0,fresher,51,49,72,63,99,0.036,113,77,80,0,0,0,0,0,1,1,0,51,fail
1704,5.4,mid_level_expert,71,73,55,28,44,0.034,123,53,46,0,0,0,0,0,1,1,0,69,fail
1705,6.9,senior_professional,71,66,83,100,90,0.01,85,67,62,0,0,0,0,0,1,1,0,69,fail
1706,7.7,senior_professional,68,82,65,90,84,0.156,107,66,81,0,0,0,0,0,1,1,0,58,fail
1707,1.9,junior_professional,65,65,63,80,79,0.112,94,73,73,0,0,0,0,0,1,1,0,63,fail
1708,3.1,mid_level_expert,36,87,73,69,60,0.077,53,59,31,0,0,0,0,0,1,1,0,44,fail
1709,4.5,mid_level_expert,45,41,56,36,58,0.185,82,35,39,0,0,0,0,0,1,1,0,38,fail
1710,0.9,fresher,68,100,87,63,75,0.157,91,81,69,0,0,0,0,0,1,1,0,66,pass
1711,0.0,fresher,100,100,100,100,100,0.097,119,100,100,1,0,0,1,0,1,1,0,94,fail
1712,2.2,junior_professional,8,39,43,53,45,0.061,43,49,26,0,0,0,0,0,1,1,0,19,fail
1713,5.2,mid_level_expert,66,27,33,48,23,0.118,87,33,53,0,0,0,0,0,1,1,0,50,fail
1714,14.1,industry_veteran,48,67,65,74,56,0.077,91,65,83,0,0,0,0,0,1,1,0,49,fail
1715,3.3,mid_level_expert,67,39,47,50,37,0.105,119,29,41,0,0,0,0,0,1,1,0,45,fail
1716,10.5,industry_veteran,51,66,37,65,61,0.161,123,50,63,0,0,0,0,0,1,1,0,51,fail
1717,1.9,junior_professional,76,69,60,64,65,0.19,121,78,77,1,0,0,0,0,1,1,0,68,fail
1718,0.6,fresher,86,100,88,86,94,0.082,74,95,79,0,0,1,0,0,1,1,1,80,fail
1719,9.3,senior_professional,64,73,59,72,44,0.116,126,73,56,0,0,0,0,0,1,1,1,60,fail
1720,0.3,fresher,57,50,39,48,52,0.108,25,57,39,0,0,0,0,0,1,1,0,46,fail
1721,3.0,mid_level_expert,55,58,19,55,67,0.08,59,49,63,1,0,0,0,0,1,1,1,35,fail
1722,0.4,fresher,64,58,54,72,54,0.092,80,51,48,0,0,0,0,0,1,1,0,56,fail
1723,8.5,senior_professional,65,84,28,83,74,0.057,61,68,51,0,0,0,0,0,0,1,0,65,fail
1724,4.8,mid_level_expert,83,82,78,92,72,0.079,92,75,77,0,0,0,0,0,1,1,0,84,pass
1725,0.7,fresher,37,29,34,66,53,0.124,76,35,56,0,0,0,0,0,1,1,0,37,fail
1726,12.4,industry_veteran,65,87,38,35,62,0.076,84,66,36,0,0,0,0,0,1,1,0,57,fail
1727,0.4,fresher,100,79,92,71,88,0.055,114,89,100,0,0,0,0,0,1,1,0,89,pass
1728,0.1,fresher,50,62,90,85,86,0.154,102,65,58,0,0,0,0,0,1,1,0,60,fail
1729,5.5,mid_level_expert,60,45,44,50,68,0.161,113,68,99,0,0,0,0,0,1,1,0,44,fail
1730,8.5,senior_professional,63,68,91,81,52,0.17,86,69,49,0,0,0,0,0,1,1,0,53,fail
1731,1.2,junior_professional,56,40,75,82,55,0.129,94,62,58,0,0,1,0,0,1,1,1,45,fail
1732,3.1,mid_level_expert,39,72,18,64,58,0.121,46,74,51,0,0,0,0,0,1,1,0,38,fail
1733,10.4,industry_veteran,56,41,35,45,38,0.13,88,38,52,0,0,0,0,0,1,1,0,42,fail
1734,5.3,mid_level_expert,100,82,68,88,100,0.132,85,100,100,0,0,0,0,0,1,1,1,89,fail
1735,2.0,junior_professional,54,72,53,76,41,0.138,111,41,46,0,1,0,0,0,1,1,0,46,fail
1736,3.0,mid_level_expert,42,33,26,32,50,0.216,106,38,11,0,0,0,0,0,1,1,1,27,fail
1737,0.4,fresher,84,87,89,67,61,0.109,128,100,65,0,0,0,0,0,1,1,0,85,pass
1738,2.4,junior_professional,79,80,98,91,92,0.073,47,84,78,0,0,0,0,0,0,1,0,86,fail
1739,6.8,senior_professional,53,63,44,85,61,0.116,108,61,70,0,0,0,0,0,1,1,0,61,fail
1740,8.3,senior_professional,58,71,68,60,72,0.028,118,79,64,0,0,0,0,0,1,1,0,62,fail
1741,6.5,senior_professional,87,84,70,86,79,0.088,121,89,80,0,0,0,0,0,1,1,0,67,pass
1742,13.2,industry_veteran,57,83,87,75,77,0.08,44,71,92,0,0,0,0,0,1,1,0,64,fail
1743,1.3,junior_professional,97,73,86,74,92,0.018,76,93,65,0,0,0,0,0,1,1,0,83,pass
1744,0.3,fresher,100,100,95,91,82,0.058,103,100,100,0,0,0,0,0,1,1,0,89,pass
1745,10.8,industry_veteran,85,100,85,75,69,0.116,36,73,100,0,0,0,0,0,1,1,0,76,pass
1746,9.3,senior_professional,21,50,66,69,66,0.091,36,45,64,0,0,0,0,0,1,1,0,41,fail
1747,4.3,mid_level_expert,52,76,67,64,80,0.193,45,58,43,0,0,0,0,0,1,1,0,53,fail
1748,8.5,senior_professional,93,89,100,100,87,0.049,108,100,100,0,0,0,0,0,1,1,0,89,pass
1749,2.4,junior_professional,86,100,85,100,95,0.08,92,73,63,0,0,0,0,0,1,1,0,90,pass
1750,3.7,mid_level_expert,72,57,44,53,57,0.188,100,68,63,0,0,0,0,0,1,1,1,55,fail
1751,0.9,fresher,85,42,59,61,56,0.043,109,71,51,0,0,0,0,0,1,1,0,59,fail
1752,2.8,junior_professional,76,92,100,86,100,0.035,25,88,100,1,0,0,0,1,1,1,0,87,fail
1753,2.3,junior_professional,51,61,48,65,66,0.128,61,57,49,0,0,0,0,0,1,1,0,39,fail
1754,8.7,senior_professional,76,81,95,92,61,0.151,110,76,71,0,0,0,0,0,1,1,0,65,fail
1755,0.1,fresher,75,50,62,56,38,0.211,76,52,60,0,1,0,0,0,1,1,0,41,fail
1756,1.7,junior_professional,75,65,100,81,79,0.017,77,79,56,0,1,0,0,0,1,1,0,65,fail
1757,0.4,fresher,79,38,78,78,47,0.036,129,67,87,0,0,0,0,0,1,1,0,59,fail
1758,1.9,junior_professional,97,63,55,56,63,0.028,124,66,28,0,0,0,0,0,1,1,0,58,fail
1759,12.7,industry_veteran,74,77,52,77,75,0.054,88,66,69,0,1,0,0,0,1,1,0,69,fail
1760,3.1,mid_level_expert,56,41,69,43,34,0.144,120,53,53,1,0,0,0,0,1,1,0,35,fail
1761,11.8,industry_veteran,97,100,84,91,57,0.047,39,79,75,0,0,0,0,0,1,1,0,79,pass
1762,3.9,mid_level_expert,62,51,63,60,80,0.189,112,74,74,0,0,0,0,0,1,1,0,47,fail
1763,10.6,industry_veteran,65,75,48,39,52,0.117,122,72,47,0,0,0,0,0,1,1,0,48,fail
1764,3.1,mid_level_expert,95,84,77,96,94,0.031,115,100,99,0,0,0,0,0,1,1,0,81,pass
1765,3.2,mid_level_expert,35,19,10,29,15,0.083,80,31,30,1,0,0,0,0,1,1,0,33,fail
1766,14.0,industry_veteran,81,48,88,55,96,0.086,67,83,81,0,0,0,0,0,1,1,0,71,pass
1767,5.2,mid_level_expert,60,66,68,35,74,0.155,32,76,73,0,0,0,0,0,1,1,0,66,fail
1768,0.7,fresher,77,77,68,57,83,0.082,93,71,50,0,0,0,0,0,1,1,0,64,fail
1769,7.6,senior_professional,59,64,40,77,68,0.157,110,77,54,0,0,0,0,0,1,1,0,38,fail
1770,13.8,industry_veteran,71,65,86,73,77,0.02,59,83,77,0,0,0,0,0,1,1,0,81,pass
1771,6.6,senior_professional,54,74,38,51,54,0.114,121,71,76,0,0,0,0,0,1,1,0,47,fail
1772,1.3,junior_professional,79,95,81,86,95,0.121,93,92,94,0,0,0,0,0,1,1,0,88,pass
1773,0.5,fresher,66,100,98,84,98,0.12,51,79,90,0,0,0,0,0,1,1,1,82,fail
1774,13.8,industry_veteran,79,97,79,97,85,0.132,101,63,75,0,0,0,0,0,1,1,0,72,pass
1775,8.7,senior_professional,76,43,69,62,56,0.09,107,45,62,0,0,0,0,0,1,1,0,51,fail
1776,2.7,junior_professional,78,75,94,52,78,0.063,88,76,80,0,0,0,0,0,1,1,0,79,pass
1777,3.4,mid_level_expert,45,50,61,52,32,0.058,72,44,47,0,0,0,0,0,1,1,0,39,fail
1778,14.3,industry_veteran,60,87,66,66,83,0.12,101,68,71,0,0,0,0,0,1,0,0,54,fail
1779,12.0,industry_veteran,83,100,100,90,70,0.101,108,61,68,0,0,0,0,0,1,1,0,74,pass
1780,9.1,senior_professional,82,49,67,62,81,0.183,59,75,57,0,0,0,0,0,1,1,0,47,fail
1781,5.1,mid_level_expert,55,69,53,82,79,0.054,33,75,88,0,0,0,0,0,1,1,0,53,fail
1782,0.2,fresher,76,72,79,98,65,0.144,112,84,100,0,0,0,0,0,1,1,0,66,fail
1783,3.8,mid_level_expert,77,32,42,35,51,0.182,75,79,71,0,0,0,1,1,1,1,0,43,fail
1784,7.1,senior_professional,65,82,78,72,69,0.065,102,80,86,0,1,0,0,0,1,1,0,70,fail
1785,10.5,industry_veteran,85,70,95,77,94,0.102,61,73,81,0,0,0,0,0,1,1,0,86,pass
1786,14.1,industry_veteran,71,55,57,61,61,0.208,33,50,60,0,0,0,0,0,1,1,0,59,fail
1787,1.2,junior_professional,52,51,65,55,57,0.01,95,78,73,0,0,0,0,1,1,1,0,64,fail
1788,2.7,junior_professional,79,78,99,93,84,0.068,66,79,93,0,0,0,0,0,1,1,0,77,pass
1789,5.3,mid_level_expert,35,66,73,57,45,0.118,94,63,60,0,0,0,0,0,1,1,0,55,fail
1790,5.2,mid_level_expert,58,47,63,80,65,0.2,36,50,58,0,0,0,1,0,1,1,0,49,fail
1791,2.5,junior_professional,50,48,65,65,32,0.22,50,61,57,0,0,0,0,1,1,1,0,41,fail
1792,14.8,industry_veteran,81,71,49,80,75,0.245,109,57,69,0,0,0,0,0,1,1,0,54,fail
1793,11.6,industry_veteran,79,55,61,82,73,0.094,42,67,93,0,0,0,0,0,1,1,0,64,fail
1794,7.1,senior_professional,69,51,69,78,60,0.01,42,54,58,0,0,0,0,0,1,1,0,67,fail
1795,12.5,industry_veteran,52,46,25,65,43,0.059,49,56,49,0,0,0,0,1,1,1,0,52,fail
1796,12.1,industry_veteran,73,68,62,46,69,0.147,66,84,59,0,1,0,0,0,1,1,0,51,fail
1797,0.1,fresher,32,56,82,80,60,0.146,95,66,44,0,0,0,0,0,1,1,0,42,fail
1798,2.0,junior_professional,65,61,60,79,90,0.078,33,62,84,0,0,0,0,0,1,1,0,61,fail
1799,3.9,mid_level_expert,64,78,92,98,72,0.144,121,87,99,0,0,0,0,0,1,1,0,72,pass
1800,2.1,junior_professional,42,41,39,53,40,0.149,124,59,54,0,0,0,0,0,1,1,0,24,fail
1801,5.2,mid_level_expert,73,67,100,61,70,0.186,100,78,59,0,0,0,0,0,1,1,0,76,pass
1802,13.9,industry_veteran,42,46,84,74,49,0.25,64,59,34,0,0,0,0,0,1,1,0,40,fail
1803,12.0,industry_veteran,69,48,44,69,85,0.155,51,54,47,0,0,0,0,0,1,1,0,62,fail
