id,role,experience_band,years_experience,focus_area,skill_topic,difficulty_level,question_text,question_family,skill_area
Q_02864,Machine Learning Engineer,senior_professional,7.9,technical,Artificial Intelligence,easy,"For a Machine Learning Engineer with senior_professional experience, ask a easy conceptual question about Artificial Intelligence. Include practical constraints and evaluation points. Question id 2864.",conceptual,Artificial Intelligence
Q_02865,Machine Learning Engineer,senior_professional,8.5,technical,DevOps,easy,"For a Machine Learning Engineer with senior_professional experience, ask a easy conceptual question about DevOps. Include practical constraints and evaluation points. Question id 2865.",conceptual,DevOps
Q_02866,Machine Learning Engineer,senior_professional,6.3,technical,OOP,easy,"For a Machine Learning Engineer with senior_professional experience, ask a easy conceptual question about OOP. Include practical constraints and evaluation points. Question id 2866.",conceptual,OOP
Q_02867,Machine Learning Engineer,senior_professional,8.6,technical,Django,easy,"For a Machine Learning Engineer with senior_professional experience, ask a easy conceptual question about Django. Include practical constraints and evaluation points. Question id 2867.",conceptual,Django
Q_02868,Machine Learning Engineer,senior_professional,8.9,technical,Machine Learning,easy,"For a Machine Learning Engineer with senior_professional experience, ask a easy behavioral question about Machine Learning. Include practical constraints and evaluation points. Question id 2868.",behavioral,Machine Learning
Q_02869,Machine Learning Engineer,senior_professional,9.7,technical,MERN Stack,easy,"For a Machine Learning Engineer with senior_professional experience, ask a easy conceptual question about MERN Stack. Include practical constraints and evaluation points. Question id 2869.",conceptual,MERN Stack
Q_02870,Machine Learning Engineer,senior_professional,8.2,technical,Django,easy,"For a Machine Learning Engineer with senior_professional experience, ask a easy conceptual question about Django. Include practical constraints and evaluation points. Question id 2870.",conceptual,Django
Q_02871,Machine Learning Engineer,senior_professional,8.8,technical,DSA,easy,"For a Machine Learning Engineer with senior_professional experience, ask a easy conceptual question about DSA. Include practical constraints and evaluation points. Question id 2871.",conceptual,DSA
Q_02872,Machine Learning Engineer,senior_professional,6.6,technical,DBMS,medium,"For a Machine Learning Engineer with senior_professional experience, ask a medium scenario question about DBMS. Include practical constraints and evaluation points. Question id 2872.",scenario,DBMS
Q_02873,Machine Learning Engineer,senior_professional,8.4,technical,Machine Learning,medium,"For a Machine Learning Engineer with senior_professional experience, ask a medium scenario question about Machine Learning. Include practical constraints and evaluation points. Question id 2873.",scenario,Machine Learning
Q_02874,Machine Learning Engineer,senior_professional,7.0,technical,Software Engineering,medium,"For a Machine Learning Engineer with senior_professional experience, ask a medium scenario question about Software Engineering. Include practical constraints and evaluation points. Question id 2874.",scenario,Software Engineering
Q_02875,Machine Learning Engineer,senior_professional,6.1,technical,DevOps,medium,"For a Machine Learning Engineer with senior_professional experience, ask a medium scenario question about DevOps. Include practical constraints and evaluation points. Question id 2875.",scenario,DevOps
Q_02876,Machine Learning Engineer,senior_professional,9.6,technical,Machine Learning,medium,"For a Machine Learning Engineer with senior_professional experience, ask a medium scenario question about Machine Learning. Include practical constraints and evaluation points. Question id 2876.",scenario,Machine Learning
Q_02877,Machine Learning Engineer,senior_professional,9.5,technical,Operating Systems,medium,"For a Machine Learning Engineer with senior_professional experience, ask a medium scenario question about Operating Systems. Include practical constraints and evaluation points. Question id 2877.",scenario,Operating Systems
Q_02878,Machine Learning Engineer,senior_professional,7.7,technical,Machine Learning,medium,"For a Machine Learning Engineer with senior_professional experience, ask a medium scenario question about Machine Learning. Include practical constraints and evaluation points. Question id 2878.",scenario,Machine Learning
Q_02879,Machine Learning Engineer,senior_professional,6.3,technical,Operating Systems,medium,"For a Machine Learning Engineer with senior_professional experience, ask a medium scenario question about Operating Systems. Include practical constraints and evaluation points. Question id 2879.",scenario,Operating Systems
Q_02880,Machine Learning Engineer,senior_professional,6.2,technical,DBMS,medium,"For a Machine Learning Engineer with senior_professional experience, ask a medium scenario question about DBMS. Include practical constraints and evaluation points. Question id 2880.",scenario,DBMS
Q_02881,Machine Learning Engineer,senior_professional,7.9,technical,Machine Learning,hard,"For a Machine Learning Engineer with senior_professional experience, ask a hard architecture question about Machine Learning. Include practical constraints and evaluation points. Question id 2881.",architecture,Machine Learning
Q_02882,Machine Learning Engineer,senior_professional,9.7,technical,DSA,hard,"For a Machine Learning Engineer with senior_professional experience, ask a hard architecture question about DSA. Include practical constraints and evaluation points. Question id 2882.",architecture,DSA
Q_02883,Machine Learning Engineer,senior_professional,8.6,technical,React,hard,"For a Machine Learning Engineer with senior_professional experience, ask a hard architecture question about React. Include practical constraints and evaluation points. Question id 2883.",architecture,React
Q_02884,Machine Learning Engineer,senior_professional,6.1,technical,MERN Stack,hard,"For a Machine Learning Engineer with senior_professional experience, ask a hard architecture question about MERN Stack. Include practical constraints and evaluation points. Question id 2884.",architecture,MERN Stack
Q_02885,Machine Learning Engineer,senior_professional,8.0,technical,Networking,hard,"For a Machine Learning Engineer with senior_professional experience, ask a hard architecture question about Networking. Include practical constraints and evaluation points. Question id 2885.",architecture,Networking
Q_02886,Machine Learning Engineer,senior_professional,9.4,technical,Operating Systems,hard,"For a Machine Learning Engineer with senior_professional experience, ask a hard architecture question about Operating Systems. Include practical constraints and evaluation points. Question id 2886.",architecture,Operating Systems
