question_id,question,topic,subtopic,difficulty,role,option_a,option_b,option_c,option_d,correct_answer,explanation,expected_time,experience_level
MAD010,An app stores images in the cache directory. What happens if the device runs low on storage?,Mobile Development,Storage Management,easy,Mobile App Developer,The cache files are permanently preserved,The system may delete cache files automatically to free space,The app must delete cache files manually within 1 hour,Cache files are always encrypted and protected,b,Cache directory contents may be deleted by the system anytime. Never rely on cache for critical data. Use app-specific external storage or internal storage for important data.,19,0-1
MAD011,"A user reports that after updating the app, their login session was lost and they need to login again. The app previously persisted the session token in app preferences. What likely happened during the update?",Mobile Development,Data Persistence,medium,Mobile App Developer,The update process automatically clears all app data by design,The developer may have changed the SharedPreferences key format or storage mechanism without migration,The user's device automatically resets preferences after each update,Session tokens are temporary and always expire after app updates,b,"If storage keys or formats change between versions without migration logic, existing data becomes inaccessible. Always implement data migration or versioning for backward compatibility.",35,2-3
MAD012,"An app exhibits the following behavior: smooth scrolling in a list initially, but after scrolling through 500+ items, the frame rate drops significantly. What is the most likely cause?",Mobile Development,Performance Optimization,medium,Mobile App Developer,The device automatically throttles performance after 10 minutes of use,"Each scrolled-past item view is kept in memory, accumulating memory pressure and garbage collection pauses",The scrolling algorithm becomes less efficient with larger datasets,The GPU automatically reduces rendering quality for long lists,b,"Without proper view recycling/virtualization, all rendered views remain in memory. As list grows, memory pressure increases, triggering frequent GC pauses that cause jank. Use RecyclerView with proper view holder patterns.",40,2-3
MAD013,An app crashes with an OutOfMemoryError (OOM) after the user navigates between screens multiple times. What architectural issue is likely at play?,Mobile Development,Memory Management,medium,Mobile App Developer,The device doesn't have enough RAM available,Each screen activity holds references to large objects that aren't released when navigating away,The app automatically allocates more memory with each screen transition,OOM only occurs on devices with less than 2GB RAM,b,"Screen transitions should release previous screen's resources. If activities/fragments hold references to bitmaps, listeners, or callbacks without cleanup, memory accumulates. Implement proper cleanup in lifecycle methods.",38,2-3
MAD014,"A mobile app needs to fetch data from an API, display it in the UI, and also save it locally. The developer writes synchronous code in the main thread. What issues might arise?",Mobile Development,Asynchronous Programming,medium,Mobile App Developer,Synchronous code is always faster and more efficient,"ANR errors, frozen UI, poor user experience, and potential crash if operations exceed 5 seconds",Synchronous code automatically delegates to background threads,The user will see cached data while the fetch completes,b,"Blocking the main thread with network/database operations causes ANR. Use coroutines, RxJava, callbacks, or other async patterns to keep main thread responsive.",42,2-3
MAD015,"In a multi-screen app, the developer stores user authentication tokens in a global variable. The app works fine until the user backgrounds the app for several hours, then returns to it. The token is now invalid. How should this be handled?",Mobile Development,App Lifecycle & State Management,medium,Mobile App Developer,Tokens should be stored in global variables; the app should crash if invalid,Persist tokens securely and implement token refresh logic; handle 401 responses by refreshing or re-authenticating,The app must force logout after 1 hour of background time,Never use authentication tokens; always request passwords,b,"Tokens can expire while app is backgrounded. Persist securely, implement refresh mechanisms, and handle auth errors gracefully to resume without forcing complete re-login.",44,2-3
MAD016,An app has poor battery life and analysis shows excessive CPU usage even when idle. What is a likely culprit?,Mobile Development,Battery & Energy Optimization,medium,Mobile App Developer,The device battery is degraded,"Background location tracking, constant polling, or wake locks held indefinitely",Using Bluetooth or WiFi automatically drains battery faster,The app has too many features,b,"Constant polling, location services, held wake locks, or frequent alarms drain battery. Use efficient APIs like JobScheduler, batching, and release wake locks immediately after use.",37,2-3
MAD017,"A developer notices that on Android 10+ devices, the app's file access is restricted and cannot read files from external storage that worked on Android 9. What changed?",Mobile Development,Permissions & Privacy,medium,Mobile App Developer,Android 10 removed external storage permissions entirely,"Scoped Storage (Scoped Storage API) was introduced, restricting broad file access; apps need to use MediaStore or request MANAGE_EXTERNAL_STORAGE",File permissions were deprecated,Only system apps can access external storage on Android 10+,b,Android 10+ introduced Scoped Storage for privacy. Apps can no longer freely access all external storage. Use MediaStore or storage intents for file access.,39,2-3
MAD018,An app fetches a large JSON response (50MB) and tries to parse it all at once in memory. What will likely happen on a low-end device?,Mobile Development,Resource Management,medium,Mobile App Developer,The JSON parsing automatically compresses the data,OOM crash or severe UI lag as memory is rapidly consumed,The device automatically increases available RAM,Only the first 10MB is parsed; the rest is ignored,b,"Loading 50MB JSON into memory exceeds most devices' heap limits. Use streaming parsers, pagination APIs, or process data in chunks to avoid memory exhaustion.",36,2-3
MAD019,An app works correctly on emulator but crashes on real devices only. What hidden factor is most likely responsible?,Mobile Development,Device Compatibility,medium,Mobile App Developer,Real devices are faster than emulators,"Emulators have higher RAM and different hardware characteristics; real devices may lack certain sensors, have different performance, or different OS versions",Only real devices support crash reporting,Emulator code is optimized while device code is not,b,"Emulators don't accurately simulate real device constraints (RAM, CPU, sensors). Always test on real devices. Issues often: wrong permissions, missing hardware, version-specific bugs.",40,2-3
